sample_id,taxon_id,density,biomass,incidence
DEMO_summer_07,Procladius_sp.,0,0.0,0
DEMO_summer_07,Chironomus_sp.,15,40.3995,1
DEMO_summer_07,Cryptochironomus_sp.,0,0.0,0
DEMO_summer_07,Limnodrilus_sp.,0,0.0,0
DEMO_summer_07,Lanceolaria_sp.,0,0.0,0
DEMO_summer_07,Whitmania_sp.,0,0.0,0
DEMO_summer_07,Cryptotendipes_sp.,0,0.0,0
DEMO_summer_07,Rheotanytarsus_sp.,0,0.0,0
DEMO_summer_07,Polypedilum_sp.,0,0.0,0
DEMO_summer_07,Hemiclepsis_sp.,15,2.796,1
DEMO_summer_07,Macrobrachium_sp.,22,2.4991,1
DEMO_summer_07,Microchironomus_sp.,0,0.0,0
DEMO_summer_07,Cricotopus_sp.,22,82.3459,1
DEMO_summer_07,Baetis_sp.,0,0.0,0
DEMO_summer_07,Branchiura_sp.,11,24.11,1
DEMO_summer_07,Tanytarsus_sp.,13,14.0854,1
DEMO_summer_07,Ablabesmyia_sp.,0,0.0,0
DEMO_summer_07,Ictinogomphus_sp.,5,13.3443,1
DEMO_summer_07,Palaemon_sp.,0,0.0,0
DEMO_summer_07,Nodularia_sp.,2,2.2733,1
DEMO_summer_07,Cuneopsis_sp.,17,48.9549,1
DEMO_summer_07,Micropsectra_sp.,0,0.0,0
DEMO_summer_07,Acuticosta_sp.,0,0.0,0
DEMO_summer_07,Rhyacodrilus_sp.,0,0.0,0
DEMO_summer_07,Cipangopaludina_sp.,0,0.0,0
DEMO_summer_08,Sinanodonta_sp.,17,7.9935,1
DEMO_summer_08,Pseudovivipara_sp.,1,3.661,1
DEMO_summer_08,Glyptotendipes_sp.,0,0.0,0
DEMO_summer_08,Lamprotula_sp.,0,0.0,0
DEMO_summer_08,Rivularia_sp.,0,0.0,0
DEMO_summer_08,Dicrotendipes_sp.,0,0.0,0
DEMO_summer_08,Semisulcospira_sp.,0,0.0,0
DEMO_summer_08,Sinotaia_sp.,0,0.0,0
DEMO_summer_08,Benthalia_sp.,0,0.0,0
DEMO_summer_08,Pomacea_sp.,4,4.4797,1
DEMO_summer_08,Corbicula_sp.,0,0.0,0
DEMO_summer_08,Limnoperna_sp.,0,0.0,0
DEMO_summer_08,Procladius_sp.,0,0.0,0
DEMO_summer_08,Chironomus_sp.,0,0.0,0
DEMO_summer_08,Cryptochironomus_sp.,0,0.0,0
DEMO_summer_08,Limnodrilus_sp.,0,0.0,0
DEMO_summer_08,Lanceolaria_sp.,0,0.0,0
DEMO_summer_08,Whitmania_sp.,0,0.0,0
DEMO_summer_08,Cryptotendipes_sp.,0,0.0,0
DEMO_summer_08,Rheotanytarsus_sp.,0,0.0,0
DEMO_summer_08,Polypedilum_sp.,21,45.2344,1
DEMO_summer_08,Hemiclepsis_sp.,0,0.0,0
DEMO_summer_08,Macrobrachium_sp.,16,24.8416,1
DEMO_summer_08,Microchironomus_sp.,0,0.0,0
DEMO_summer_08,Cricotopus_sp.,0,0.0,0
DEMO_summer_08,Baetis_sp.,0,0.0,0
DEMO_summer_08,Branchiura_sp.,19,14.2142,1
DEMO_summer_08,Tanytarsus_sp.,0,0.0,0
DEMO_summer_08,Ablabesmyia_sp.,0,0.0,0
DEMO_summer_08,Ictinogomphus_sp.,0,0.0,0
DEMO_summer_08,Palaemon_sp.,0,0.0,0
DEMO_summer_08,Nodularia_sp.,0,0.0,0
DEMO_summer_08,Cuneopsis_sp.,0,0.0,0
DEMO_summer_08,Micropsectra_sp.,0,0.0,0
DEMO_summer_08,Acuticosta_sp.,0,0.0,0
DEMO_summer_08,Rhyacodrilus_sp.,0,0.0,0
DEMO_summer_08,Cipangopaludina_sp.,4,0.5877,1
DEMO_summer_09,Sinanodonta_sp.,3,6.1579,1
DEMO_summer_09,Pseudovivipara_sp.,1,1.3872,1
DEMO_summer_09,Glyptotendipes_sp.,0,0.0,0
DEMO_summer_09,Lamprotula_sp.,0,0.0,0
DEMO_summer_09,Rivularia_sp.,0,0.0,0
DEMO_summer_09,Dicrotendipes_sp.,0,0.0,0
DEMO_summer_09,Semisulcospira_sp.,3,11.2679,1
DEMO_summer_09,Sinotaia_sp.,0,0.0,0
DEMO_summer_09,Benthalia_sp.,28,79.7001,1
DEMO_summer_09,Pomacea_sp.,0,0.0,0
DEMO_summer_09,Corbicula_sp.,0,0.0,0
DEMO_summer_09,Limnoperna_sp.,0,0.0,0
DEMO_summer_09,Procladius_sp.,0,0.0,0
DEMO_summer_09,Chironomus_sp.,0,0.0,0
DEMO_summer_09,Cryptochironomus_sp.,0,0.0,0
DEMO_summer_09,Limnodrilus_sp.,0,0.0,0
DEMO_summer_09,Lanceolaria_sp.,0,0.0,0
DEMO_summer_09,Whitmania_sp.,0,0.0,0
DEMO_summer_09,Cryptotendipes_sp.,0,0.0,0
DEMO_summer_09,Rheotanytarsus_sp.,0,0.0,0
DEMO_summer_09,Polypedilum_sp.,0,0.0,0
DEMO_summer_09,Hemiclepsis_sp.,0,0.0,0
DEMO_summer_09,Macrobrachium_sp.,0,0.0,0
DEMO_summer_09,Microchironomus_sp.,0,0.0,0
DEMO_summer_09,Cricotopus_sp.,0,0.0,0
DEMO_summer_09,Baetis_sp.,0,0.0,0
DEMO_summer_09,Branchiura_sp.,1,3.2604,1
DEMO_summer_09,Tanytarsus_sp.,0,0.0,0
DEMO_summer_09,Ablabesmyia_sp.,0,0.0,0
DEMO_summer_09,Ictinogomphus_sp.,27,94.2428,1
DEMO_summer_09,Palaemon_sp.,0,0.0,0
DEMO_summer_09,Nodularia_sp.,9,8.6534,1
DEMO_summer_09,Cuneopsis_sp.,0,0.0,0
DEMO_summer_09,Micropsectra_sp.,0,0.0,0
DEMO_summer_09,Acuticosta_sp.,0,0.0,0
DEMO_summer_09,Rhyacodrilus_sp.,0,0.0,0
DEMO_summer_09,Cipangopaludina_sp.,0,0.0,0
DEMO_summer_10,Sinanodonta_sp.,9,17.173099999999998,1
DEMO_summer_10,Pseudovivipara_sp.,3,8.7324,1
DEMO_summer_10,Glyptotendipes_sp.,9,7.4928,1
DEMO_summer_10,Lamprotula_sp.,16,55.2601,1
DEMO_summer_10,Rivularia_sp.,14,1.8133,1
DEMO_summer_10,Dicrotendipes_sp.,0,0.0,0
DEMO_summer_10,Semisulcospira_sp.,0,0.0,0
DEMO_summer_10,Sinotaia_sp.,0,0.0,0
DEMO_summer_10,Benthalia_sp.,6,0.7246,1
DEMO_summer_10,Pomacea_sp.,0,0.0,0
DEMO_summer_10,Corbicula_sp.,0,0.0,0
DEMO_summer_10,Limnoperna_sp.,0,0.0,0
DEMO_summer_10,Procladius_sp.,0,0.0,0
DEMO_summer_10,Chironomus_sp.,0,0.0,0
DEMO_summer_10,Cryptochironomus_sp.,0,0.0,0
DEMO_summer_10,Limnodrilus_sp.,0,0.0,0
DEMO_summer_10,Lanceolaria_sp.,0,0.0,0
DEMO_summer_10,Whitmania_sp.,0,0.0,0
DEMO_summer_10,Cryptotendipes_sp.,0,0.0,0
DEMO_summer_10,Rheotanytarsus_sp.,0,0.0,0
DEMO_summer_10,Polypedilum_sp.,29,11.5707,1
DEMO_summer_10,Hemiclepsis_sp.,0,0.0,0
DEMO_summer_10,Macrobrachium_sp.,0,0.0,0
DEMO_summer_10,Microchironomus_sp.,17,42.25,1
DEMO_summer_10,Cricotopus_sp.,9,33.2097,1
DEMO_summer_10,Baetis_sp.,0,0.0,0
DEMO_summer_10,Branchiura_sp.,6,8.9453,1
DEMO_summer_10,Tanytarsus_sp.,0,0.0,0
DEMO_summer_10,Ablabesmyia_sp.,0,0.0,0
DEMO_summer_10,Ictinogomphus_sp.,0,0.0,0
DEMO_summer_10,Palaemon_sp.,0,0.0,0
DEMO_summer_10,Nodularia_sp.,0,0.0,0
DEMO_summer_10,Cuneopsis_sp.,0,0.0,0
DEMO_summer_10,Micropsectra_sp.,0,0.0,0
DEMO_summer_10,Acuticosta_sp.,0,0.0,0
DEMO_summer_10,Rhyacodrilus_sp.,0,0.0,0
DEMO_summer_10,Cipangopaludina_sp.,0,0.0,0
DEMO_summer_11,Sinanodonta_sp.,16,49.0264,1
DEMO_summer_11,Pseudovivipara_sp.,1,3.3842,1
DEMO_summer_11,Glyptotendipes_sp.,0,0.0,0
DEMO_summer_11,Lamprotula_sp.,0,0.0,0
DEMO_summer_11,Rivularia_sp.,0,0.0,0
DEMO_summer_11,Dicrotendipes_sp.,20,18.521,1
DEMO_summer_11,Semisulcospira_sp.,2,4.7503,1
DEMO_summer_11,Sinotaia_sp.,0,0.0,0
DEMO_summer_11,Benthalia_sp.,0,0.0,0
DEMO_summer_11,Pomacea_sp.,0,0.0,0
DEMO_summer_11,Corbicula_sp.,28,57.0688,1
DEMO_summer_11,Limnoperna_sp.,0,0.0,0
DEMO_summer_11,Procladius_sp.,0,0.0,0
DEMO_summer_11,Chironomus_sp.,0,0.0,0
DEMO_summer_11,Cryptochironomus_sp.,0,0.0,0
DEMO_summer_11,Limnodrilus_sp.,0,0.0,0
DEMO_summer_11,Lanceolaria_sp.,0,0.0,0
DEMO_summer_11,Whitmania_sp.,0,0.0,0
DEMO_summer_11,Cryptotendipes_sp.,0,0.0,0
DEMO_summer_11,Rheotanytarsus_sp.,0,0.0,0
DEMO_summer_11,Polypedilum_sp.,0,0.0,0
DEMO_summer_11,Hemiclepsis_sp.,0,0.0,0
DEMO_summer_11,Macrobrachium_sp.,0,0.0,0
DEMO_summer_11,Microchironomus_sp.,0,0.0,0
DEMO_summer_11,Cricotopus_sp.,0,0.0,0
DEMO_summer_11,Baetis_sp.,0,0.0,0
DEMO_summer_11,Branchiura_sp.,0,0.0,0
DEMO_summer_11,Tanytarsus_sp.,0,0.0,0
DEMO_summer_11,Ablabesmyia_sp.,0,0.0,0
DEMO_summer_11,Ictinogomphus_sp.,0,0.0,0
DEMO_summer_11,Palaemon_sp.,0,0.0,0
DEMO_summer_11,Nodularia_sp.,0,0.0,0
DEMO_summer_11,Cuneopsis_sp.,0,0.0,0
DEMO_summer_11,Micropsectra_sp.,0,0.0,0
DEMO_summer_11,Acuticosta_sp.,0,0.0,0
DEMO_summer_11,Rhyacodrilus_sp.,0,0.0,0
DEMO_summer_11,Cipangopaludina_sp.,0,0.0,0
DEMO_summer_12,Sinanodonta_sp.,1,1.9907,1
DEMO_summer_12,Pseudovivipara_sp.,2,4.628,1
DEMO_summer_12,Glyptotendipes_sp.,0,0.0,0
DEMO_summer_12,Lamprotula_sp.,16,48.3047,1
DEMO_summer_12,Rivularia_sp.,24,91.2941,1
DEMO_summer_12,Dicrotendipes_sp.,0,0.0,0
DEMO_summer_12,Semisulcospira_sp.,0,0.0,0
DEMO_summer_12,Sinotaia_sp.,0,0.0,0
DEMO_summer_12,Benthalia_sp.,0,0.0,0
DEMO_summer_12,Pomacea_sp.,0,0.0,0
DEMO_summer_12,Corbicula_sp.,0,0.0,0
DEMO_summer_12,Limnoperna_sp.,0,0.0,0
DEMO_summer_12,Procladius_sp.,7,25.7984,1
DEMO_summer_12,Chironomus_sp.,0,0.0,0
DEMO_summer_12,Cryptochironomus_sp.,0,0.0,0
DEMO_summer_12,Limnodrilus_sp.,0,0.0,0
DEMO_summer_12,Lanceolaria_sp.,0,0.0,0
DEMO_summer_12,Whitmania_sp.,0,0.0,0
DEMO_summer_12,Cryptotendipes_sp.,0,0.0,0
DEMO_summer_12,Rheotanytarsus_sp.,0,0.0,0
DEMO_summer_12,Polypedilum_sp.,0,0.0,0
DEMO_summer_12,Hemiclepsis_sp.,9,31.5149,1
DEMO_summer_12,Macrobrachium_sp.,0,0.0,0
DEMO_summer_12,Microchironomus_sp.,0,0.0,0
DEMO_summer_12,Cricotopus_sp.,0,0.0,0
DEMO_summer_12,Baetis_sp.,0,0.0,0
DEMO_summer_12,Branchiura_sp.,3,8.8313,1
DEMO_summer_12,Tanytarsus_sp.,9,25.5084,1
DEMO_summer_12,Ablabesmyia_sp.,0,0.0,0
DEMO_summer_12,Ictinogomphus_sp.,11,34.0599,1
DEMO_summer_12,Palaemon_sp.,0,0.0,0
DEMO_summer_12,Nodularia_sp.,0,0.0,0
DEMO_summer_12,Cuneopsis_sp.,0,0.0,0
DEMO_summer_12,Micropsectra_sp.,0,0.0,0
DEMO_summer_12,Acuticosta_sp.,9,12.4431,1
DEMO_summer_12,Rhyacodrilus_sp.,7,19.2977,1
DEMO_summer_12,Cipangopaludina_sp.,0,0.0,0
DEMO_autumn_01,Sinanodonta_sp.,1,3.983,1
DEMO_autumn_01,Pseudovivipara_sp.,2,2.3707,1
DEMO_autumn_01,Glyptotendipes_sp.,0,0.0,0
DEMO_autumn_01,Lamprotula_sp.,21,49.8216,1
DEMO_autumn_01,Rivularia_sp.,12,41.4892,1
DEMO_autumn_01,Dicrotendipes_sp.,0,0.0,0
DEMO_autumn_01,Semisulcospira_sp.,0,0.0,0
DEMO_autumn_01,Sinotaia_sp.,0,0.0,0
DEMO_autumn_01,Benthalia_sp.,0,0.0,0
DEMO_autumn_01,Pomacea_sp.,0,0.0,0
DEMO_autumn_01,Corbicula_sp.,0,0.0,0
DEMO_autumn_01,Limnoperna_sp.,0,0.0,0
DEMO_autumn_01,Procladius_sp.,13,31.5695,1
DEMO_autumn_01,Chironomus_sp.,0,0.0,0
DEMO_autumn_01,Cryptochironomus_sp.,0,0.0,0
DEMO_autumn_01,Limnodrilus_sp.,23,24.2753,1
DEMO_autumn_01,Lanceolaria_sp.,21,37.1848,1
DEMO_autumn_01,Whitmania_sp.,0,0.0,0
DEMO_autumn_01,Cryptotendipes_sp.,0,0.0,0
DEMO_autumn_01,Rheotanytarsus_sp.,0,0.0,0
DEMO_autumn_01,Polypedilum_sp.,0,0.0,0
DEMO_autumn_01,Hemiclepsis_sp.,0,0.0,0
DEMO_autumn_01,Macrobrachium_sp.,0,0.0,0
DEMO_autumn_01,Microchironomus_sp.,0,0.0,0
