review_decision_id,candidate_id,taxon_id,output_column,standard_value,source_id,evidence_id,match_resolution_code,final_review_decision,merge_eligibility_before_conflict_check,decision_basis_zh,review_batch
FRD-0051,,Micropsectra_sp.,voltinism__multivoltine_gt_1_generation_per_year,3,epa_nc_traitstable,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0052,,Micropsectra_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,epa_nc_traitstable,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0053,,Micropsectra_sp.,voltinism__univoltine_1_generation_per_year,0,epa_nc_traitstable,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0054,,Rivularia_sp.,armour_AR1_none,0,eol_traitbank_4pages,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0055,,Rivularia_sp.,armour_AR2_weak,0,eol_traitbank_4pages,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0056,,Rivularia_sp.,armour_AR3_strong,3,eol_traitbank_4pages,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0057,,Rivularia_sp.,locomotion__burrower_interstitial,0,eol_traitbank_4pages,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0058,,Rivularia_sp.,locomotion__clinger,0,eol_traitbank_4pages,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0059,,Rivularia_sp.,locomotion__crawler_climber_sprawler,1,eol_traitbank_4pages,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0060,,Rivularia_sp.,locomotion__mobile_swimmer_planktonic_skater_flier,0,eol_traitbank_4pages,,GO,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0061,,Rivularia_sp.,max_size_coarse__ge_approx_10mm,1,eol_traitbank_4pages,,OS,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0062,,Rivularia_sp.,max_size_coarse__lt_10mm,0,eol_traitbank_4pages,,OS,accepted_after_user_review,,用户审阅后未发现进一步问题；作为本轮最终接受的本地源补值候选。,2026-05-05
FRD-0063,,Cuneopsis_sp.,life_span_bin__gt_1yr,,liu_2022_china_unionida_review,,SG,abandoned_after_user_review,,放弃：该寿命候选只有 SG 同属其他种证据；Cuneopsis_sp 最终审阅规则为仅接受 OS 原始种上卷证据。,2026-05-05
RGD-0001,CAND_ABLABESMYIA_SP_FULL_001,Ablabesmyia_sp.,feeding_group__parasite,0,galizzi_2012_chironomidae_diet,EV_GALIZZI2012_ABLABESMYIA_FFG_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0002,CAND_ABLABESMYIA_SP_FULL_002,Ablabesmyia_sp.,life_span_bin__le_1yr,3,wonglersak_2021_chironomid_body_size_life_history,EV_WONGLERSAK2021_ABLABESMYIA_MONILIS_LIFE_001,SG,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0003,CAND_ABLABESMYIA_SP_FULL_003,Ablabesmyia_sp.,life_span_bin__gt_1yr,0,wonglersak_2021_chironomid_body_size_life_history,EV_WONGLERSAK2021_ABLABESMYIA_MONILIS_LIFE_001,SG,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0004,CAND_ABLABESMYIA_SP_FULL_004,Ablabesmyia_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,wonglersak_2021_chironomid_body_size_life_history,EV_WONGLERSAK2021_ABLABESMYIA_MONILIS_LIFE_001,SG,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0005,CAND_ABLABESMYIA_SP_FULL_005,Ablabesmyia_sp.,voltinism__univoltine_1_generation_per_year,3,wonglersak_2021_chironomid_body_size_life_history,EV_WONGLERSAK2021_ABLABESMYIA_MONILIS_LIFE_001,SG,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0006,CAND_ABLABESMYIA_SP_FULL_006,Ablabesmyia_sp.,voltinism__multivoltine_gt_1_generation_per_year,0,wonglersak_2021_chironomid_body_size_life_history,EV_WONGLERSAK2021_ABLABESMYIA_MONILIS_LIFE_001,SG,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0007,CAND_ACUTICOSTA_SP_FULL_001,Acuticosta_sp.,shape_S1_streamlined,0,microshells_acuticosta_squammosus_20260512,EV_MICROSHELLS_ACUTICOSTA_SHELL_SHAPE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0008,CAND_ACUTICOSTA_SP_FULL_002,Acuticosta_sp.,shape_S2_non_streamlined,2,microshells_acuticosta_squammosus_20260512,EV_MICROSHELLS_ACUTICOSTA_SHELL_SHAPE_001,OS,accepted_adjusted_after_user_review,eligible_reviewed,人工审阅完成：接受已调整值；Acuticosta_sp. 的 shape_S2_non_streamlined 使用标准值 2，并保留亚型/亚种上卷来源说明。,2026-05-15
RGD-0009,CAND_DICROTENDIPES_SP_FULL_001,Dicrotendipes_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,epa_me_nc_traitstable_20100927,EV_EPA_TRAITS_DICROTENDIPES_VOLT_001,EG,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0010,CAND_DICROTENDIPES_SP_FULL_002,Dicrotendipes_sp.,voltinism__univoltine_1_generation_per_year,0,epa_me_nc_traitstable_20100927,EV_EPA_TRAITS_DICROTENDIPES_VOLT_001,EG,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0011,CAND_DICROTENDIPES_SP_FULL_003,Dicrotendipes_sp.,voltinism__multivoltine_gt_1_generation_per_year,3,epa_me_nc_traitstable_20100927,EV_EPA_TRAITS_DICROTENDIPES_VOLT_001,EG,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0012,CAND_DICROTENDIPES_SP_FULL_004,Dicrotendipes_sp.,feeding_group__parasite,0,eol_dicrotendipes_genus_20260512,EV_EOL_DICROTENDIPES_GENUS_FFG_001,EG,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0013,CAND_GLYPTO_SMOKE_001,Glyptotendipes_sp.,life_span_bin__le_1yr,3,fu_2022_fevo922539,EV_FU2022_TS2_GLYPTO_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0014,CAND_GLYPTO_SMOKE_002,Glyptotendipes_sp.,life_span_bin__gt_1yr,0,fu_2022_fevo922539,EV_FU2022_TS2_GLYPTO_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0015,CAND_GLYPTO_SMOKE_003,Glyptotendipes_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_TS2_GLYPTO_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0016,CAND_GLYPTO_SMOKE_004,Glyptotendipes_sp.,voltinism__univoltine_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_TS2_GLYPTO_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0017,CAND_GLYPTO_SMOKE_005,Glyptotendipes_sp.,voltinism__multivoltine_gt_1_generation_per_year,3,fu_2022_fevo922539,EV_FU2022_TS2_GLYPTO_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0018,CAND_GLYPTO_SMOKE_006,Glyptotendipes_sp.,feeding_group__parasite,0,fu_2022_fevo922539,EV_FU2022_TS2_GLYPTO_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0019,CAND_GLYPTO_SMOKE_007,Glyptotendipes_sp.,aquatic_stage__egg_larva_aquatic,3,baek_2014_en14052,EV_BAEK2014_LIFE_HISTORY_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0020,CAND_GLYPTO_SMOKE_008,Glyptotendipes_sp.,aquatic_stage__fully_aquatic,0,baek_2014_en14052,EV_BAEK2014_LIFE_HISTORY_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0021,CAND_GLYPTO_SMOKE_009,Glyptotendipes_sp.,life_span_bin__le_1yr,3,baek_2014_en14052,EV_BAEK2014_LIFE_HISTORY_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0022,CAND_GLYPTO_SMOKE_010,Glyptotendipes_sp.,life_span_bin__gt_1yr,0,baek_2014_en14052,EV_BAEK2014_LIFE_HISTORY_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0023,CAND_MICROCHIRONOMUS_SP_P0_001,Microchironomus_sp.,life_span_bin__le_1yr,3,fu_2022_fevo922539,EV_FU2022_MICROCHIRONOMUS_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0024,CAND_MICROCHIRONOMUS_SP_P0_002,Microchironomus_sp.,life_span_bin__gt_1yr,0,fu_2022_fevo922539,EV_FU2022_MICROCHIRONOMUS_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0025,CAND_MICROCHIRONOMUS_SP_P0_003,Microchironomus_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_MICROCHIRONOMUS_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0026,CAND_MICROCHIRONOMUS_SP_P0_004,Microchironomus_sp.,voltinism__univoltine_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_MICROCHIRONOMUS_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0027,CAND_MICROCHIRONOMUS_SP_P0_005,Microchironomus_sp.,voltinism__multivoltine_gt_1_generation_per_year,3,fu_2022_fevo922539,EV_FU2022_MICROCHIRONOMUS_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0028,CAND_MICROCHIRONOMUS_SP_P0_006,Microchironomus_sp.,feeding_group__parasite,0,fu_2022_fevo922539,EV_FU2022_MICROCHIRONOMUS_SP_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0029,CAND_POLYPEDILUM_SP_P0_001,Polypedilum_sp.,life_span_bin__le_1yr,3,fu_2022_fevo922539,EV_FU2022_POLYPEDILUM_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0030,CAND_POLYPEDILUM_SP_P0_002,Polypedilum_sp.,life_span_bin__gt_1yr,0,fu_2022_fevo922539,EV_FU2022_POLYPEDILUM_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0031,CAND_POLYPEDILUM_SP_P0_003,Polypedilum_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_POLYPEDILUM_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0032,CAND_POLYPEDILUM_SP_P0_004,Polypedilum_sp.,voltinism__univoltine_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_POLYPEDILUM_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0033,CAND_POLYPEDILUM_SP_P0_005,Polypedilum_sp.,voltinism__multivoltine_gt_1_generation_per_year,3,fu_2022_fevo922539,EV_FU2022_POLYPEDILUM_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0034,CAND_POLYPEDILUM_SP_P0_006,Polypedilum_sp.,feeding_group__parasite,0,fu_2022_fevo922539,EV_FU2022_POLYPEDILUM_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0035,CAND_POLYPEDILUM_SP_FULL_007,Polypedilum_sp.,aquatic_stage__egg_larva_aquatic,3,tang_2014_polypedilum_masudai_immature,EV_TANG2014_POLYPEDILUM_MASUDAI_IMMATURE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0036,CAND_POLYPEDILUM_SP_FULL_008,Polypedilum_sp.,aquatic_stage__fully_aquatic,0,tang_2014_polypedilum_masudai_immature,EV_TANG2014_POLYPEDILUM_MASUDAI_IMMATURE_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0037,CAND_POLYPEDILUM_SP_FULL_009,Polypedilum_sp.,feeding_group__parasite,0,eol_polypedilum_scalaenum_20260512,EV_EOL_POLYPEDILUM_SCALAENUM_FFG_001,OS,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0038,CAND_POLYPEDILUM_SP_FULL_010,Polypedilum_sp.,feeding_group__parasite,0,galizzi_2012_chironomidae_diet,EV_GALIZZI2012_POLYPEDILUM_FFG_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0039,CAND_PROCLADIUS_SP_P0_001,Procladius_sp.,life_span_bin__le_1yr,3,fu_2022_fevo922539,EV_FU2022_PROCLADIUS_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0040,CAND_PROCLADIUS_SP_P0_002,Procladius_sp.,life_span_bin__gt_1yr,0,fu_2022_fevo922539,EV_FU2022_PROCLADIUS_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0041,CAND_PROCLADIUS_SP_P0_003,Procladius_sp.,voltinism__semivoltine_lt_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_PROCLADIUS_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0042,CAND_PROCLADIUS_SP_P0_004,Procladius_sp.,voltinism__univoltine_1_generation_per_year,3,fu_2022_fevo922539,EV_FU2022_PROCLADIUS_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
RGD-0043,CAND_PROCLADIUS_SP_P0_005,Procladius_sp.,voltinism__multivoltine_gt_1_generation_per_year,0,fu_2022_fevo922539,EV_FU2022_PROCLADIUS_SP_001,GO,accepted_after_user_review,eligible_reviewed,人工审阅完成：按用户说明，模板空白候选视为接受；未追加单独备注。,2026-05-15
