sample_id,record_id,density,biomass
DEMO_summer_03,DEMO_R024,20,19.9405
DEMO_summer_03,DEMO_R025,0,0.0
DEMO_summer_03,DEMO_R026,11,43.6961
DEMO_summer_03,DEMO_R027,17,31.8297
DEMO_summer_03,DEMO_R028,0,0.0
DEMO_summer_03,DEMO_R029,0,0.0
DEMO_summer_03,DEMO_R030,0,0.0
DEMO_summer_03,DEMO_R031,0,0.0
DEMO_summer_03,DEMO_R032,0,0.0
DEMO_summer_03,DEMO_R033,0,0.0
DEMO_summer_03,DEMO_R034,24,84.0879
DEMO_summer_03,DEMO_R035,11,1.1732
DEMO_summer_03,DEMO_R036,0,0.0
DEMO_summer_03,DEMO_R037,0,0.0
DEMO_summer_03,DEMO_R038,24,14.3371
DEMO_summer_03,DEMO_R039,20,50.8742
DEMO_summer_03,DEMO_R040,0,0.0
DEMO_summer_03,DEMO_R041,0,0.0
DEMO_summer_03,DEMO_R042,0,0.0
DEMO_summer_03,DEMO_R043,28,68.6087
DEMO_summer_03,DEMO_R044,26,73.574
DEMO_summer_03,DEMO_R045,0,0.0
DEMO_summer_03,DEMO_R046,0,0.0
DEMO_summer_03,DEMO_R047,0,0.0
DEMO_summer_04,DEMO_R001,1,2.7182
DEMO_summer_04,DEMO_R002,1,3.16
DEMO_summer_04,DEMO_R003,13,38.2521
DEMO_summer_04,DEMO_R004,0,0.0
DEMO_summer_04,DEMO_R005,0,0.0
DEMO_summer_04,DEMO_R006,0,0.0
DEMO_summer_04,DEMO_R007,0,0.0
DEMO_summer_04,DEMO_R008,0,0.0
DEMO_summer_04,DEMO_R009,0,0.0
DEMO_summer_04,DEMO_R010,0,0.0
DEMO_summer_04,DEMO_R011,0,0.0
DEMO_summer_04,DEMO_R012,0,0.0
DEMO_summer_04,DEMO_R013,0,0.0
DEMO_summer_04,DEMO_R014,0,0.0
DEMO_summer_04,DEMO_R015,0,0.0
DEMO_summer_04,DEMO_R016,0,0.0
DEMO_summer_04,DEMO_R017,7,7.6301
DEMO_summer_04,DEMO_R018,0,0.0
DEMO_summer_04,DEMO_R019,8,8.863
DEMO_summer_04,DEMO_R020,0,0.0
DEMO_summer_04,DEMO_R021,0,0.0
DEMO_summer_04,DEMO_R022,0,0.0
DEMO_summer_04,DEMO_R023,0,0.0
DEMO_summer_04,DEMO_R024,0,0.0
DEMO_summer_04,DEMO_R025,0,0.0
DEMO_summer_04,DEMO_R026,0,0.0
DEMO_summer_04,DEMO_R027,0,0.0
DEMO_summer_04,DEMO_R028,0,0.0
DEMO_summer_04,DEMO_R029,0,0.0
DEMO_summer_04,DEMO_R030,0,0.0
DEMO_summer_04,DEMO_R031,0,0.0
DEMO_summer_04,DEMO_R032,0,0.0
DEMO_summer_04,DEMO_R033,0,0.0
DEMO_summer_04,DEMO_R034,0,0.0
DEMO_summer_04,DEMO_R035,0,0.0
DEMO_summer_04,DEMO_R036,0,0.0
DEMO_summer_04,DEMO_R037,0,0.0
DEMO_summer_04,DEMO_R038,0,0.0
DEMO_summer_04,DEMO_R039,0,0.0
DEMO_summer_04,DEMO_R040,0,0.0
DEMO_summer_04,DEMO_R041,0,0.0
DEMO_summer_04,DEMO_R042,0,0.0
DEMO_summer_04,DEMO_R043,0,0.0
DEMO_summer_04,DEMO_R044,0,0.0
DEMO_summer_04,DEMO_R045,0,0.0
DEMO_summer_04,DEMO_R046,0,0.0
DEMO_summer_04,DEMO_R047,0,0.0
DEMO_summer_05,DEMO_R001,3,6.917
DEMO_summer_05,DEMO_R002,1,3.1054
DEMO_summer_05,DEMO_R003,0,0.0
DEMO_summer_05,DEMO_R004,0,0.0
DEMO_summer_05,DEMO_R005,0,0.0
DEMO_summer_05,DEMO_R006,0,0.0
DEMO_summer_05,DEMO_R007,3,5.3508
DEMO_summer_05,DEMO_R008,0,0.0
DEMO_summer_05,DEMO_R009,0,0.0
DEMO_summer_05,DEMO_R010,0,0.0
DEMO_summer_05,DEMO_R011,6,12.4439
DEMO_summer_05,DEMO_R012,0,0.0
DEMO_summer_05,DEMO_R013,0,0.0
DEMO_summer_05,DEMO_R014,0,0.0
DEMO_summer_05,DEMO_R015,0,0.0
DEMO_summer_05,DEMO_R016,0,0.0
DEMO_summer_05,DEMO_R017,0,0.0
DEMO_summer_05,DEMO_R018,0,0.0
DEMO_summer_05,DEMO_R019,0,0.0
DEMO_summer_05,DEMO_R020,0,0.0
DEMO_summer_05,DEMO_R021,0,0.0
DEMO_summer_05,DEMO_R022,0,0.0
DEMO_summer_05,DEMO_R023,0,0.0
DEMO_summer_05,DEMO_R024,0,0.0
DEMO_summer_05,DEMO_R025,0,0.0
DEMO_summer_05,DEMO_R026,0,0.0
DEMO_summer_05,DEMO_R027,5,15.8769
DEMO_summer_05,DEMO_R028,0,0.0
DEMO_summer_05,DEMO_R029,0,0.0
DEMO_summer_05,DEMO_R030,0,0.0
DEMO_summer_05,DEMO_R031,0,0.0
DEMO_summer_05,DEMO_R032,0,0.0
DEMO_summer_05,DEMO_R033,0,0.0
DEMO_summer_05,DEMO_R034,9,13.4328
DEMO_summer_05,DEMO_R035,0,0.0
DEMO_summer_05,DEMO_R036,0,0.0
DEMO_summer_05,DEMO_R037,0,0.0
DEMO_summer_05,DEMO_R038,2,2.6596
DEMO_summer_05,DEMO_R039,0,0.0
DEMO_summer_05,DEMO_R040,0,0.0
DEMO_summer_05,DEMO_R041,0,0.0
DEMO_summer_05,DEMO_R042,0,0.0
DEMO_summer_05,DEMO_R043,0,0.0
DEMO_summer_05,DEMO_R044,0,0.0
DEMO_summer_05,DEMO_R045,0,0.0
DEMO_summer_05,DEMO_R046,5,12.0494
DEMO_summer_05,DEMO_R047,0,0.0
DEMO_summer_06,DEMO_R001,3,3.441
DEMO_summer_06,DEMO_R002,1,0.4556
DEMO_summer_06,DEMO_R003,0,0.0
DEMO_summer_06,DEMO_R004,0,0.0
DEMO_summer_06,DEMO_R005,6,5.0796
DEMO_summer_06,DEMO_R006,6,21.2252
DEMO_summer_06,DEMO_R007,0,0.0
DEMO_summer_06,DEMO_R008,0,0.0
DEMO_summer_06,DEMO_R009,0,0.0
DEMO_summer_06,DEMO_R010,14,23.6786
DEMO_summer_06,DEMO_R011,0,0.0
DEMO_summer_06,DEMO_R012,17,32.0785
DEMO_summer_06,DEMO_R013,0,0.0
DEMO_summer_06,DEMO_R014,0,0.0
DEMO_summer_06,DEMO_R015,0,0.0
DEMO_summer_06,DEMO_R016,0,0.0
DEMO_summer_06,DEMO_R017,0,0.0
DEMO_summer_06,DEMO_R018,0,0.0
DEMO_summer_06,DEMO_R019,0,0.0
DEMO_summer_06,DEMO_R020,0,0.0
DEMO_summer_06,DEMO_R021,0,0.0
DEMO_summer_06,DEMO_R022,0,0.0
DEMO_summer_06,DEMO_R023,0,0.0
DEMO_summer_06,DEMO_R024,0,0.0
DEMO_summer_06,DEMO_R025,0,0.0
DEMO_summer_06,DEMO_R026,0,0.0
DEMO_summer_06,DEMO_R027,0,0.0
DEMO_summer_06,DEMO_R028,0,0.0
DEMO_summer_06,DEMO_R029,0,0.0
DEMO_summer_06,DEMO_R030,0,0.0
DEMO_summer_06,DEMO_R031,0,0.0
DEMO_summer_06,DEMO_R032,0,0.0
DEMO_summer_06,DEMO_R033,0,0.0
DEMO_summer_06,DEMO_R034,0,0.0
DEMO_summer_06,DEMO_R035,0,0.0
DEMO_summer_06,DEMO_R036,0,0.0
DEMO_summer_06,DEMO_R037,0,0.0
DEMO_summer_06,DEMO_R038,0,0.0
DEMO_summer_06,DEMO_R039,0,0.0
DEMO_summer_06,DEMO_R040,24,40.2544
DEMO_summer_06,DEMO_R041,9,29.0489
DEMO_summer_06,DEMO_R042,0,0.0
DEMO_summer_06,DEMO_R043,0,0.0
DEMO_summer_06,DEMO_R044,20,68.2871
DEMO_summer_06,DEMO_R045,0,0.0
DEMO_summer_06,DEMO_R046,0,0.0
DEMO_summer_06,DEMO_R047,0,0.0
DEMO_summer_07,DEMO_R001,3,6.1678
DEMO_summer_07,DEMO_R002,1,2.5543
DEMO_summer_07,DEMO_R003,0,0.0
DEMO_summer_07,DEMO_R004,0,0.0
DEMO_summer_07,DEMO_R005,0,0.0
DEMO_summer_07,DEMO_R006,0,0.0
DEMO_summer_07,DEMO_R007,17,50.0611
DEMO_summer_07,DEMO_R008,0,0.0
DEMO_summer_07,DEMO_R009,0,0.0
DEMO_summer_07,DEMO_R010,0,0.0
DEMO_summer_07,DEMO_R011,2,6.1344
DEMO_summer_07,DEMO_R012,0,0.0
DEMO_summer_07,DEMO_R013,0,0.0
DEMO_summer_07,DEMO_R014,15,40.3995
DEMO_summer_07,DEMO_R015,0,0.0
DEMO_summer_07,DEMO_R016,0,0.0
DEMO_summer_07,DEMO_R017,0,0.0
DEMO_summer_07,DEMO_R018,0,0.0
DEMO_summer_07,DEMO_R019,0,0.0
DEMO_summer_07,DEMO_R020,0,0.0
DEMO_summer_07,DEMO_R021,0,0.0
DEMO_summer_07,DEMO_R022,15,2.796
DEMO_summer_07,DEMO_R023,22,2.4991
DEMO_summer_07,DEMO_R024,0,0.0
DEMO_summer_07,DEMO_R025,22,82.3459
DEMO_summer_07,DEMO_R026,0,0.0
DEMO_summer_07,DEMO_R027,11,24.11
DEMO_summer_07,DEMO_R028,13,14.0854
DEMO_summer_07,DEMO_R029,0,0.0
DEMO_summer_07,DEMO_R030,5,13.3443
DEMO_summer_07,DEMO_R031,0,0.0
DEMO_summer_07,DEMO_R032,2,2.2733
DEMO_summer_07,DEMO_R033,17,48.9549
DEMO_summer_07,DEMO_R034,0,0.0
DEMO_summer_07,DEMO_R035,0,0.0
DEMO_summer_07,DEMO_R036,0,0.0
DEMO_summer_07,DEMO_R037,0,0.0
DEMO_summer_07,DEMO_R038,15,15.5172
DEMO_summer_07,DEMO_R039,0,0.0
DEMO_summer_07,DEMO_R040,0,0.0
DEMO_summer_07,DEMO_R041,0,0.0
DEMO_summer_07,DEMO_R042,0,0.0
DEMO_summer_07,DEMO_R043,0,0.0
DEMO_summer_07,DEMO_R044,19,70.3711
DEMO_summer_07,DEMO_R045,0,0.0
DEMO_summer_07,DEMO_R046,20,24.0252
DEMO_summer_07,DEMO_R047,0,0.0
DEMO_summer_08,DEMO_R001,2,3.8658
DEMO_summer_08,DEMO_R002,1,3.661
DEMO_summer_08,DEMO_R003,0,0.0
DEMO_summer_08,DEMO_R004,0,0.0
DEMO_summer_08,DEMO_R005,0,0.0
DEMO_summer_08,DEMO_R006,0,0.0
DEMO_summer_08,DEMO_R007,0,0.0
DEMO_summer_08,DEMO_R008,0,0.0
DEMO_summer_08,DEMO_R009,0,0.0
DEMO_summer_08,DEMO_R010,4,4.4797
DEMO_summer_08,DEMO_R011,0,0.0
DEMO_summer_08,DEMO_R012,0,0.0
DEMO_summer_08,DEMO_R013,0,0.0
DEMO_summer_08,DEMO_R014,0,0.0
DEMO_summer_08,DEMO_R015,0,0.0
DEMO_summer_08,DEMO_R016,0,0.0
DEMO_summer_08,DEMO_R017,0,0.0
DEMO_summer_08,DEMO_R018,0,0.0
DEMO_summer_08,DEMO_R019,0,0.0
DEMO_summer_08,DEMO_R020,0,0.0
DEMO_summer_08,DEMO_R021,21,45.2344
DEMO_summer_08,DEMO_R022,0,0.0
DEMO_summer_08,DEMO_R023,16,24.8416
DEMO_summer_08,DEMO_R024,0,0.0
DEMO_summer_08,DEMO_R025,0,0.0
DEMO_summer_08,DEMO_R026,0,0.0
DEMO_summer_08,DEMO_R027,19,14.2142
DEMO_summer_08,DEMO_R028,0,0.0
DEMO_summer_08,DEMO_R029,0,0.0
DEMO_summer_08,DEMO_R030,0,0.0
DEMO_summer_08,DEMO_R031,0,0.0
DEMO_summer_08,DEMO_R032,0,0.0
DEMO_summer_08,DEMO_R033,0,0.0
DEMO_summer_08,DEMO_R034,0,0.0
DEMO_summer_08,DEMO_R035,0,0.0
DEMO_summer_08,DEMO_R036,0,0.0
DEMO_summer_08,DEMO_R037,4,0.5877
DEMO_summer_08,DEMO_R038,15,4.1277
DEMO_summer_08,DEMO_R039,0,0.0
DEMO_summer_08,DEMO_R040,0,0.0
DEMO_summer_08,DEMO_R041,0,0.0
DEMO_summer_08,DEMO_R042,0,0.0
DEMO_summer_08,DEMO_R043,0,0.0
DEMO_summer_08,DEMO_R044,10,34.8804
DEMO_summer_08,DEMO_R045,0,0.0
DEMO_summer_08,DEMO_R046,0,0.0
DEMO_summer_08,DEMO_R047,0,0.0
DEMO_summer_09,DEMO_R001,3,6.1579
DEMO_summer_09,DEMO_R002,1,1.3872
DEMO_summer_09,DEMO_R003,0,0.0
DEMO_summer_09,DEMO_R004,0,0.0
DEMO_summer_09,DEMO_R005,0,0.0
DEMO_summer_09,DEMO_R006,0,0.0
DEMO_summer_09,DEMO_R007,3,11.2679
DEMO_summer_09,DEMO_R008,0,0.0
DEMO_summer_09,DEMO_R009,28,79.7001
DEMO_summer_09,DEMO_R010,0,0.0
DEMO_summer_09,DEMO_R011,0,0.0
DEMO_summer_09,DEMO_R012,0,0.0
DEMO_summer_09,DEMO_R013,0,0.0
DEMO_summer_09,DEMO_R014,0,0.0
DEMO_summer_09,DEMO_R015,0,0.0
DEMO_summer_09,DEMO_R016,0,0.0
DEMO_summer_09,DEMO_R017,0,0.0
DEMO_summer_09,DEMO_R018,0,0.0
DEMO_summer_09,DEMO_R019,0,0.0
DEMO_summer_09,DEMO_R020,0,0.0
DEMO_summer_09,DEMO_R021,0,0.0
DEMO_summer_09,DEMO_R022,0,0.0
DEMO_summer_09,DEMO_R023,0,0.0
DEMO_summer_09,DEMO_R024,0,0.0
DEMO_summer_09,DEMO_R025,0,0.0
DEMO_summer_09,DEMO_R026,0,0.0
DEMO_summer_09,DEMO_R027,1,3.2604
DEMO_summer_09,DEMO_R028,0,0.0
DEMO_summer_09,DEMO_R029,0,0.0
DEMO_summer_09,DEMO_R030,27,94.2428
DEMO_summer_09,DEMO_R031,0,0.0
DEMO_summer_09,DEMO_R032,9,8.6534
DEMO_summer_09,DEMO_R033,0,0.0
DEMO_summer_09,DEMO_R034,0,0.0
DEMO_summer_09,DEMO_R035,0,0.0
DEMO_summer_09,DEMO_R036,0,0.0
DEMO_summer_09,DEMO_R037,0,0.0
DEMO_summer_09,DEMO_R038,0,0.0
DEMO_summer_09,DEMO_R039,0,0.0
DEMO_summer_09,DEMO_R040,0,0.0
DEMO_summer_09,DEMO_R041,0,0.0
DEMO_summer_09,DEMO_R042,0,0.0
DEMO_summer_09,DEMO_R043,0,0.0
DEMO_summer_09,DEMO_R044,0,0.0
DEMO_summer_09,DEMO_R045,0,0.0
DEMO_summer_09,DEMO_R046,0,0.0
DEMO_summer_09,DEMO_R047,14,17.4825
DEMO_summer_10,DEMO_R001,3,10.5301
DEMO_summer_10,DEMO_R002,3,8.7324
DEMO_summer_10,DEMO_R003,9,7.4928
DEMO_summer_10,DEMO_R004,0,0.0
DEMO_summer_10,DEMO_R005,14,1.8133
DEMO_summer_10,DEMO_R006,0,0.0
DEMO_summer_10,DEMO_R007,0,0.0
DEMO_summer_10,DEMO_R008,0,0.0
DEMO_summer_10,DEMO_R009,6,0.7246
DEMO_summer_10,DEMO_R010,0,0.0
DEMO_summer_10,DEMO_R011,0,0.0
DEMO_summer_10,DEMO_R012,0,0.0
DEMO_summer_10,DEMO_R013,0,0.0
DEMO_summer_10,DEMO_R014,0,0.0
DEMO_summer_10,DEMO_R015,0,0.0
DEMO_summer_10,DEMO_R016,0,0.0
DEMO_summer_10,DEMO_R017,0,0.0
DEMO_summer_10,DEMO_R018,0,0.0
DEMO_summer_10,DEMO_R019,0,0.0
DEMO_summer_10,DEMO_R020,0,0.0
DEMO_summer_10,DEMO_R021,29,11.5707
DEMO_summer_10,DEMO_R022,0,0.0
DEMO_summer_10,DEMO_R023,0,0.0
DEMO_summer_10,DEMO_R024,17,42.25
DEMO_summer_10,DEMO_R025,9,33.2097
DEMO_summer_10,DEMO_R026,0,0.0
DEMO_summer_10,DEMO_R027,6,8.9453
DEMO_summer_10,DEMO_R028,0,0.0
DEMO_summer_10,DEMO_R029,0,0.0
DEMO_summer_10,DEMO_R030,0,0.0
DEMO_summer_10,DEMO_R031,0,0.0
DEMO_summer_10,DEMO_R032,0,0.0
DEMO_summer_10,DEMO_R033,0,0.0
DEMO_summer_10,DEMO_R034,0,0.0
DEMO_summer_10,DEMO_R035,0,0.0
DEMO_summer_10,DEMO_R036,0,0.0
DEMO_summer_10,DEMO_R037,0,0.0
DEMO_summer_10,DEMO_R038,6,6.643
DEMO_summer_10,DEMO_R039,0,0.0
DEMO_summer_10,DEMO_R040,0,0.0
DEMO_summer_10,DEMO_R041,16,55.2601
DEMO_summer_10,DEMO_R042,0,0.0
DEMO_summer_10,DEMO_R043,0,0.0
DEMO_summer_10,DEMO_R044,2,4.3999
DEMO_summer_10,DEMO_R045,0,0.0
DEMO_summer_10,DEMO_R046,0,0.0
DEMO_summer_10,DEMO_R047,0,0.0
DEMO_summer_11,DEMO_R001,2,3.1225
DEMO_summer_11,DEMO_R002,1,3.3842
DEMO_summer_11,DEMO_R003,0,0.0
DEMO_summer_11,DEMO_R004,0,0.0
DEMO_summer_11,DEMO_R005,0,0.0
DEMO_summer_11,DEMO_R006,20,18.521
DEMO_summer_11,DEMO_R007,2,4.7503
DEMO_summer_11,DEMO_R008,0,0.0
DEMO_summer_11,DEMO_R009,0,0.0
DEMO_summer_11,DEMO_R010,0,0.0
DEMO_summer_11,DEMO_R011,28,57.0688
DEMO_summer_11,DEMO_R012,0,0.0
DEMO_summer_11,DEMO_R013,0,0.0
DEMO_summer_11,DEMO_R014,0,0.0
DEMO_summer_11,DEMO_R015,0,0.0
DEMO_summer_11,DEMO_R016,0,0.0
DEMO_summer_11,DEMO_R017,0,0.0
DEMO_summer_11,DEMO_R018,0,0.0
DEMO_summer_11,DEMO_R019,0,0.0
DEMO_summer_11,DEMO_R020,0,0.0
DEMO_summer_11,DEMO_R021,0,0.0
DEMO_summer_11,DEMO_R022,0,0.0
DEMO_summer_11,DEMO_R023,0,0.0
DEMO_summer_11,DEMO_R024,0,0.0
DEMO_summer_11,DEMO_R025,0,0.0
DEMO_summer_11,DEMO_R026,0,0.0
DEMO_summer_11,DEMO_R027,0,0.0
DEMO_summer_11,DEMO_R028,0,0.0
DEMO_summer_11,DEMO_R029,0,0.0
DEMO_summer_11,DEMO_R030,0,0.0
DEMO_summer_11,DEMO_R031,0,0.0
DEMO_summer_11,DEMO_R032,0,0.0
DEMO_summer_11,DEMO_R033,0,0.0
DEMO_summer_11,DEMO_R034,0,0.0
DEMO_summer_11,DEMO_R035,0,0.0
DEMO_summer_11,DEMO_R036,0,0.0
DEMO_summer_11,DEMO_R037,0,0.0
DEMO_summer_11,DEMO_R038,14,45.9039
DEMO_summer_11,DEMO_R039,0,0.0
DEMO_summer_11,DEMO_R040,0,0.0
DEMO_summer_11,DEMO_R041,0,0.0
DEMO_summer_11,DEMO_R042,0,0.0
DEMO_summer_11,DEMO_R043,0,0.0
DEMO_summer_11,DEMO_R044,18,12.3142
DEMO_summer_11,DEMO_R045,0,0.0
DEMO_summer_11,DEMO_R046,0,0.0
DEMO_summer_11,DEMO_R047,0,0.0
DEMO_summer_12,DEMO_R001,1,1.9907
DEMO_summer_12,DEMO_R002,2,4.628
DEMO_summer_12,DEMO_R003,0,0.0
DEMO_summer_12,DEMO_R004,16,48.3047
DEMO_summer_12,DEMO_R005,24,91.2941
DEMO_summer_12,DEMO_R006,0,0.0
DEMO_summer_12,DEMO_R007,0,0.0
DEMO_summer_12,DEMO_R008,0,0.0
DEMO_summer_12,DEMO_R009,0,0.0
DEMO_summer_12,DEMO_R010,0,0.0
DEMO_summer_12,DEMO_R011,0,0.0
DEMO_summer_12,DEMO_R012,0,0.0
DEMO_summer_12,DEMO_R013,7,25.7984
DEMO_summer_12,DEMO_R014,0,0.0
DEMO_summer_12,DEMO_R015,0,0.0
DEMO_summer_12,DEMO_R016,0,0.0
DEMO_summer_12,DEMO_R017,0,0.0
DEMO_summer_12,DEMO_R018,0,0.0
DEMO_summer_12,DEMO_R019,0,0.0
DEMO_summer_12,DEMO_R020,0,0.0
DEMO_summer_12,DEMO_R021,0,0.0
DEMO_summer_12,DEMO_R022,9,31.5149
DEMO_summer_12,DEMO_R023,0,0.0
DEMO_summer_12,DEMO_R024,0,0.0
DEMO_summer_12,DEMO_R025,0,0.0
DEMO_summer_12,DEMO_R026,0,0.0
DEMO_summer_12,DEMO_R027,3,8.8313
DEMO_summer_12,DEMO_R028,9,25.5084
DEMO_summer_12,DEMO_R029,0,0.0
DEMO_summer_12,DEMO_R030,11,34.0599
DEMO_summer_12,DEMO_R031,0,0.0
DEMO_summer_12,DEMO_R032,0,0.0
DEMO_summer_12,DEMO_R033,0,0.0
DEMO_summer_12,DEMO_R034,0,0.0
DEMO_summer_12,DEMO_R035,9,12.4431
DEMO_summer_12,DEMO_R036,7,19.2977
DEMO_summer_12,DEMO_R037,0,0.0
DEMO_summer_12,DEMO_R038,0,0.0
DEMO_summer_12,DEMO_R039,0,0.0
DEMO_summer_12,DEMO_R040,0,0.0
DEMO_summer_12,DEMO_R041,0,0.0
DEMO_summer_12,DEMO_R042,0,0.0
DEMO_summer_12,DEMO_R043,0,0.0
DEMO_summer_12,DEMO_R044,0,0.0
DEMO_summer_12,DEMO_R045,0,0.0
DEMO_summer_12,DEMO_R046,0,0.0
DEMO_summer_12,DEMO_R047,0,0.0
DEMO_autumn_01,DEMO_R001,1,3.983
DEMO_autumn_01,DEMO_R002,2,2.3707
DEMO_autumn_01,DEMO_R003,0,0.0
DEMO_autumn_01,DEMO_R004,21,49.8216
DEMO_autumn_01,DEMO_R005,0,0.0
DEMO_autumn_01,DEMO_R006,0,0.0
DEMO_autumn_01,DEMO_R007,0,0.0
DEMO_autumn_01,DEMO_R008,0,0.0
DEMO_autumn_01,DEMO_R009,0,0.0
DEMO_autumn_01,DEMO_R010,0,0.0
DEMO_autumn_01,DEMO_R011,0,0.0
DEMO_autumn_01,DEMO_R012,0,0.0
